text,intent,tema,lokasi,budget_min,budget_max,jumlah_tamu,tipe_acara,venue,waktu
paket pernikahan muslim friendly tema internasional di jakarta selatan untuk 150 orang budget 150 juta,cari_rekomendasi_paket,internasional,jakarta selatan,0,150000000,150,akad+resepsi,hotel,
butuh paket lamaran di cafe bandung 30 orang budget 8 juta,cari_rekomendasi_paket,modern,bandung,0,8000000,30,lamaran,restoran,
cari venue pernikahan outdoor di sentul kapasitas 200 tamu budget sewa 30 juta,cari_venue,rustic,bogor,0,30000000,200,resepsi,outdoor,
kalau mau pesta taman tema rustic di bali untuk 80 tamu budget 90 juta bisa?,tanya_kemungkinan,rustic,bali,0,90000000,80,resepsi,outdoor,
saya pengen pesta adat jawa tapi konsep modern di solo untuk 400 orang budget 150 juta,cari_rekomendasi_paket,jawa,surakarta,0,150000000,400,akad+resepsi,gedung,
minta rekomendasi dekor sunda sederhana di bandung untuk akad di rumah budget 5 juta,cari_dekor,sunda,bandung,0,5000000,50,akad,rumah,
butuh paket all in di jakarta pusat tema internasional 300 tamu budget 250 juta,cari_rekomendasi_paket,internasional,jakarta pusat,0,250000000,300,akad+resepsi,hotel,
cari vendor pernikahan adat batak di medan untuk 500 undangan budget 200 jutaan,cari_vendor,batak,medan,0,200000000,500,akad+resepsi,gedung,
kira kira ada paket pernikahan ala garden party di malang untuk 150 orang budget 70 juta,cari_rekomendasi_paket,rustic,malang,0,70000000,150,resepsi,outdoor,
pengen nikah di masjid tema sederhana di bandung untuk 100 orang budget 10-15 juta,cari_rekomendasi_paket,minimalis,bandung,10000000,15000000,100,akad,masjid,
rekomendasi resepsi adat sunda di gedung bogor 250 tamu sekitar 80-120 juta,cari_rekomendasi_paket,sunda,bogor,80000000,120000000,250,resepsi,gedung,
butuh paket nikah kampung tema sunda di garut budget 20 juta untuk 200 orang,cari_rekomendasi_paket,sunda,garut,0,20000000,200,akad+resepsi,rumah,
cari venue hotel di surabaya untuk resepsi 300 tamu budget 70 juta untuk sewa aja,cari_venue,modern,surabaya,0,70000000,300,resepsi,hotel,
"pengen privat wedding di villa puncak, 50 tamu tema rustic budget 60 juta",cari_rekomendasi_paket,rustic,bogor,0,60000000,50,akad+resepsi,villa,
ada paket adat sunda dan jawa digabung di bandung untuk 400 tamu budget 200 juta?,cari_rekomendasi_paket,mix_sunda_jawa,bandung,0,200000000,400,akad+resepsi,gedung,
mau tanya paket pernikahan adat melayu di pekanbaru 200 undangan sekitar 70 juta,cari_rekomendasi_paket,melayu,pekanbaru,0,70000000,200,akad+resepsi,gedung,
rekomendasi lamaran simple di jakarta selatan 20 orang di restoran budget 5 juta,cari_rekomendasi_paket,minimalis,jakarta selatan,0,5000000,20,lamaran,restoran,
paket akad dan resepsi di satu tempat area bandung theme modern minimalis 150 tamu budget 90 juta,cari_rekomendasi_paket,minimalis,bandung,0,90000000,150,akad+resepsi,gedung,
butuh wedding theme sunda full adat di tasikmalaya 500 orang budget 150 jutaan,cari_rekomendasi_paket,sunda,tasikmalaya,0,150000000,500,akad+resepsi,gedung,
cari venue rooftop di jakarta barat buat resepsi 100 tamu budget 40 juta,cari_venue,modern,jakarta barat,0,40000000,100,resepsi,rooftop,
pengen nikah di pantai bali konsep santai 80 orang budget 120 juta,cari_rekomendasi_paket,rustic,bali,0,120000000,80,akad+resepsi,pantai,
saya mau paket pesta kebun di bandung untuk 200 orang tema rustic budget 100 juta,cari_rekomendasi_paket,rustic,bandung,0,100000000,200,resepsi,outdoor,
minta estimasi biaya nikah adat sunda di bandung untuk 300 tamu dengan konsep sederhana,estimasi_budget,sunda,bandung,0,0,300,akad+resepsi,gedung,
paket pernikahan syar'i tema internasional di depok untuk 150 orang 80 juta cukup?,tanya_kemungkinan,internasional,depok,0,80000000,150,akad+resepsi,gedung,
rekomendasi catering pernikahan tema sunda di bogor untuk 250 orang budget 40 juta,cari_catering,sunda,bogor,0,40000000,250,resepsi,gedung,
cari paket dekor rustic di bandung untuk resepsi outdoor 200 tamu budget 30 juta,cari_dekor,rustic,bandung,0,30000000,200,resepsi,outdoor,
butuh paket nikah adat jawa di semarang 300 undangan budget 100 juta all in,cari_rekomendasi_paket,jawa,semarang,0,100000000,300,akad+resepsi,gedung,
pengen intimate wedding 30 tamu di jakarta pusat tema modern minimalis budget 50 juta,cari_rekomendasi_paket,minimalis,jakarta pusat,0,50000000,30,akad+resepsi,restoran,
rekomendasi resepsi adat sunda di hotel bandung untuk 200 tamu budget 150 jutaan,cari_rekomendasi_paket,sunda,bandung,0,150000000,200,resepsi,hotel,
cari venue murah di bekasi untuk akad dan resepsi 400 tamu budget 30 juta sewa gedung,cari_venue,minimalis,bekasi,0,30000000,400,akad+resepsi,gedung,
butuh paket bundling lamaran dan nikah di jakarta timur tema modern untuk 100 orang budget 60 juta,cari_rekomendasi_paket,modern,jakarta timur,0,60000000,100,lamaran+akad,gedung,
mau tanya paket adat sunda lengkap di bandung minggu siang untuk 500 undangan budget 250 juta,cari_rekomendasi_paket,sunda,bandung,0,250000000,500,akad+resepsi,gedung,minggu siang
rekomendasi outdoor wedding di bogor weekday 150 tamu tema rustic budget 70 juta,cari_rekomendasi_paket,rustic,bogor,0,70000000,150,akad+resepsi,outdoor,weekday
pengen pernikahan adat jawa malam hari di jakarta selatan 300 undangan 120 juta cukup ga?,tanya_kemungkinan,jawa,jakarta selatan,0,120000000,300,akad+resepsi,gedung,malam hari
cari paket akad nikah pagi di masjid daerah bandung 100 tamu budget 8 juta,cari_rekomendasi_paket,minimalis,bandung,0,8000000,100,akad,masjid,pagi
butuh paket resepsi saja di bali tema internasional 200 tamu budget 300 juta,cari_rekomendasi_paket,internasional,bali,0,300000000,200,resepsi,resort,
rekomendasi venue cafe di bandung buat intimate wedding 50 tamu budget 30 juta,cari_venue,modern,bandung,0,30000000,50,akad+resepsi,restoran,
paket pernikahan adat sunda di gedung desa sekitar garut untuk 600 orang budget 80 juta,cari_rekomendasi_paket,sunda,garut,0,80000000,600,akad+resepsi,gedung,
cari paket vendor pernikahan jawa di bandung sekitar 200 tamu budget 5-15 jutaan (~15M) venue rumah pagi,cari_vendor,jawa,bandung,5000000,15000000,200,resepsi,rumah,pagi
rekomendasi dekor modern resepsi di puncak sekitar 450 tamu kira kira 40-60 jutaan (~60M) minggu siangok?,cari_dekor,modern,puncak,40000000,60000000,450,resepsi,villa,minggu siang
bisa bantu layanan akad+resepsi style mix_sunda_jawa di jakarta selatan untuk 350 orang cuma maksimal 8000000 (~8M) siang,cari_rekomendasi_paket,mix_sunda_jawa,jakarta selatan,0,8000000,350,akad+resepsi,rooftop,siang
tolong carikan venue cafe di depok 50 undangan maksimal 50-70 jutaan (~70M) pagitersedia?,cari_venue,melayu,depok,50000000,70000000,50,akad,cafe,pagi
minta vendor pernikahan minimalis di puncak 50 undangan cuma 180-250 jutaan (~250M) venue cafe pagi,cari_vendor,minimalis,puncak,180000000,250000000,50,lamaran+akad,cafe,pagi
butuh info bundle lamaran theme modern di jakarta barat buat 300 tamu hanya 20-40 jutaan (~40M)gimana kira kiranya?,cari_rekomendasi_paket,modern,jakarta barat,20000000,40000000,300,lamaran,restoran,
minta venue masjid di bekasi untuk 200 orang sekitar 80-100 jutaan (~100M) minggu siangberapa ya?,cari_venue,rustic,bekasi,80000000,100000000,200,lamaran+akad,masjid,minggu siang
cari paket vendor pernikahan mix_sunda_jawa di medan 50 pax cuma 100-150 jutaan minggu siangbisa?,cari_vendor,mix_sunda_jawa,medan,100000000,150000000,50,lamaran,masjid,minggu siang
butuh rekomendasi venue ballroom di bogor untuk 500 orang kira kira 40-60 jutaan weekday,cari_venue,mix_sunda_jawa,bogor,40000000,60000000,500,akad,ballroom,weekday
rekomendasi bundle lamaran+akad rustic di bali sekitar 120 tamu untuk estimasi biaya venue kebun minggu siangberapa ya?,estimasi_budget,rustic,bali,0,0,120,lamaran+akad,kebun,minggu siang
bisa bantu catering minimalis di bekasi untuk 30 orang kisaran limit 10000000ada?,cari_catering,minimalis,bekasi,0,10000000,30,resepsi,rooftop,
mau tanya dekor melayu lamaran+akad di malang 150 undangan cuma 20-40 jutaan venue kebun weekdaytersedia?,cari_dekor,melayu,malang,20000000,40000000,150,lamaran+akad,kebun,weekday
bisa bantu paket lamaran+akad theme melayu di padang buat 180 tamu maksimal maksimal 10000000 (~10M) venue rumah,cari_rekomendasi_paket,melayu,padang,0,10000000,180,lamaran+akad,rumah,
butuh rekomendasi paketan resepsi minang di jakarta pusat untuk 550 orang untuk estimasi biaya malambisa?,estimasi_budget,minang,jakarta pusat,0,0,550,resepsi,kebun,malam
butuh paketan akad bugis di jakarta barat buat 80 tamu hanya 60-80 jutaan (~80M) memungkinkan? venue masjid weekdayada?,tanya_kemungkinan,bugis,jakarta barat,60000000,80000000,80,akad,masjid,weekday
butuh catering jawa di semarang sekitar 80 tamu range sampai 5000000 minggu siangtersedia?,cari_catering,jawa,semarang,0,5000000,80,akad,cafe,minggu siang
ada paket paketan akad+resepsi adat mix_sunda_jawa di cirebon 500 undangan budget 180-250 jutaan venue masjid weekday,cari_rekomendasi_paket,mix_sunda_jawa,cirebon,180000000,250000000,500,akad+resepsi,masjid,weekday
cari paket paket lengkap lamaran+akad tema sunda di pekanbaru buat 550 tamu sekitar 10-25 jutaan venue taman minggu siangbisa?,cari_rekomendasi_paket,sunda,pekanbaru,10000000,25000000,550,lamaran+akad,taman,minggu siang
pengen dekor modern lamaran+akad di pekanbaru 30 pax maksimal 200-300 jutaan (~300M) venue hotel malam,cari_dekor,modern,pekanbaru,200000000,300000000,30,lamaran+akad,hotel,malam
ada paket vendor pernikahan batak di garut untuk 500 orang range upper 5000000 venue kebunbisa?,cari_vendor,batak,garut,0,5000000,500,akad+resepsi,kebun,
butuh info layanan resepsi theme modern di bali untuk 250 orang cuma 180-250 jutaan (~250M) sabtu malam,cari_rekomendasi_paket,modern,bali,180000000,250000000,250,resepsi,villa,sabtu malam
saya cari paketan lamaran+akad minimalis di jakarta selatan 80 pax untuk estimasi biaya venue outdoor siang,estimasi_budget,minimalis,jakarta selatan,0,0,80,lamaran+akad,outdoor,siang
rekomendasi venue hotel di yogyakarta buat 200 tamu kira kira 90-120 jutaan (~120M) weekdaygimana kira kiranya?,cari_venue,minang,yogyakarta,90000000,120000000,200,akad,hotel,weekday
cari paket vendor pernikahan mix_sunda_jawa di padang 20 undangan kisaran upper 20000000 venue hotel weekdayrekomendasi?,cari_vendor,mix_sunda_jawa,padang,0,20000000,20,akad,hotel,weekday
mau tanya catering sunda di bali buat 150 tamu kisaran 70-90 jutaan,cari_catering,sunda,bali,70000000,90000000,150,resepsi,cafe,
rekomendasi paketan resepsi style rustic di tasikmalaya buat 450 tamu maksimal 5-15 jutaan (~15M) pagitersedia?,cari_rekomendasi_paket,rustic,tasikmalaya,5000000,15000000,450,resepsi,restoran,pagi
butuh rekomendasi bundle akad+resepsi konsep batak di depok 400 pax cuma sampai 10000000 (~10M) venue restoran sabtu malam,cari_rekomendasi_paket,batak,depok,0,10000000,400,akad+resepsi,restoran,sabtu malam
butuh rekomendasi venue hotel di pekanbaru kapasitas 200 sekitar 90-120 jutaan (~120M) minggu siang,cari_venue,rustic,pekanbaru,90000000,120000000,200,akad,hotel,minggu siang
bisa bantu venue pantai di puncak buat 450 tamu sampai 180-250 jutaan (~250M) sabtu malam,cari_venue,sunda,puncak,180000000,250000000,450,akad,pantai,sabtu malam
bisa bantu venue pantai di tasikmalaya buat 80 tamu sampai 90-120 jutaan siangcukup ga?,cari_venue,melayu,tasikmalaya,90000000,120000000,80,akad+resepsi,pantai,siang
saya cari vendor pernikahan rustic di medan sekitar 250 tamu maksimal upper 5000000 venue pantai sabtu malamrekomendasi?,cari_vendor,rustic,medan,0,5000000,250,lamaran,pantai,sabtu malam
butuh rekomendasi service akad+resepsi rustic di sentul 50 undangan range 60-75 jutaan (~75M) memungkinkan? venue pantai weekday,tanya_kemungkinan,rustic,sentul,60000000,75000000,50,akad+resepsi,pantai,weekday
tolong carikan dekor jawa lamaran+akad di semarang 450 pax sekitar 80-100 jutaan venue rumah weekday,cari_dekor,jawa,semarang,80000000,100000000,450,lamaran+akad,rumah,weekday
butuh rekomendasi vendor pernikahan minang di semarang kapasitas 30 maksimal 5-15 jutaan sabtu malam,cari_vendor,minang,semarang,5000000,15000000,30,lamaran+akad,rumah,sabtu malam
butuh rekomendasi vendor pernikahan minang di malang 500 pax cuma 120-180 jutaan venue ballroom sabtu malamgimana?,cari_vendor,minang,malang,120000000,180000000,500,resepsi,ballroom,sabtu malam
minta vendor pernikahan minimalis di bekasi sekitar 200 tamu range limit 10000000 (~10M) venue resort minggu siang,cari_vendor,minimalis,bekasi,0,10000000,200,akad+resepsi,resort,minggu siang
butuh info dekor bugis resepsi di malang kapasitas 30 hanya 80-100 jutaan (~100M) venue taman malam,cari_dekor,bugis,malang,80000000,100000000,30,resepsi,taman,malam
mau tanya catering mix_sunda_jawa di padang 180 pax kisaran 90-120 jutaan siang,cari_catering,mix_sunda_jawa,padang,90000000,120000000,180,lamaran,rumah,siang
ada paket dekor sunda akad di surabaya 20 undangan range plafon 20000000 venue cafe malam,cari_dekor,sunda,surabaya,0,20000000,20,akad,cafe,malam
pengen venue gedung di cirebon untuk 50 orang budget 180-232 jutaan weekday,cari_venue,mix_sunda_jawa,cirebon,180000000,232500000,50,lamaran,gedung,weekday
ingin tahu layanan resepsi sunda di medan buat 100 tamu untuk estimasi biaya malam,estimasi_budget,sunda,medan,0,0,100,resepsi,outdoor,malam
butuh info bundle resepsi melayu di medan kapasitas 80 untuk estimasi biayagimana kira kiranya?,estimasi_budget,melayu,medan,0,0,80,resepsi,restoran,
butuh info vendor pernikahan modern di jakarta timur kapasitas 180 maksimal 50-70 jutaan sabtu malamberapa ya?,cari_vendor,modern,jakarta timur,50000000,70000000,180,akad,ballroom,sabtu malam
ada paket vendor pernikahan internasional di bandung sekitar 450 tamu cuma 70-90 jutaan venue hotel malam,cari_vendor,internasional,bandung,70000000,90000000,450,lamaran,hotel,malam
butuh dekor bugis lamaran+akad di semarang buat 450 tamu sampai 30-50 jutaan (~50M) venue restoran siangtersedia?,cari_dekor,bugis,semarang,30000000,50000000,450,lamaran+akad,restoran,siang
cari paket paket akad+resepsi modern di bali buat 200 tamu sampai 40-60 jutaan memungkinkan? minggu siang,tanya_kemungkinan,modern,bali,40000000,60000000,200,akad+resepsi,restoran,minggu siang
saya cari vendor pernikahan bugis di surakarta 550 pax maksimal plafon 10000000 venue kebuncukup ga?,cari_vendor,bugis,surakarta,0,10000000,550,lamaran,kebun,
bisa bantu vendor pernikahan minang di tasikmalaya untuk 350 orang cuma 40-55 jutaan siang,cari_vendor,minang,tasikmalaya,40000000,55000000,350,lamaran,restoran,siang
butuh info paket lamaran+akad modern di yogyakarta buat 200 tamu untuk estimasi biaya venue kebun minggu sianggimana?,estimasi_budget,modern,yogyakarta,0,0,200,lamaran+akad,kebun,minggu siang
minta paket lengkap akad theme minang di jakarta pusat sekitar 200 tamu budget 50-70 jutaan venue gedung minggu siangbisa?,cari_rekomendasi_paket,minang,jakarta pusat,50000000,70000000,200,akad,gedung,minggu siang
mau tanya paket akad sunda di cirebon kapasitas 550 untuk estimasi biayagimana kira kiranya?,estimasi_budget,sunda,cirebon,0,0,550,akad,taman,
butuh rekomendasi catering melayu di garut kapasitas 50 hanya 90-120 jutaan venue hotel minggu siang,cari_catering,melayu,garut,90000000,120000000,50,resepsi,hotel,minggu siang
saya cari paket lamaran+akad minimalis di pekanbaru buat 30 tamu kisaran 20-40 jutaan memungkinkan? venue ballroomcukup ga?,tanya_kemungkinan,minimalis,pekanbaru,20000000,40000000,30,lamaran+akad,ballroom,
ada paket vendor pernikahan melayu di yogyakarta buat 250 tamu range 50-70 jutaan venue rumah siang,cari_vendor,melayu,yogyakarta,50000000,70000000,250,akad,rumah,siang
ada paket venue kebun di jakarta timur 30 pax sampai 200-300 jutaan siang,cari_venue,rustic,jakarta timur,200000000,300000000,30,resepsi,kebun,siang
tolong carikan paket lengkap lamaran bugis di jakarta timur kapasitas 30 budget 40-55 jutaan memungkinkan? siangrekomendasi?,tanya_kemungkinan,bugis,jakarta timur,40000000,55000000,30,lamaran,ballroom,siang
ada paket all in lamaran tema rustic di yogyakarta 600 undangan maksimal 200-300 jutaan (~300M) venue restoran pagimungkin?,cari_rekomendasi_paket,rustic,yogyakarta,200000000,300000000,600,lamaran,restoran,pagi
pengen bundle lamaran+akad bugis di garut untuk 400 orang budget upper 10000000 memungkinkan? venue gedung malammungkin?,tanya_kemungkinan,bugis,garut,0,10000000,400,lamaran+akad,gedung,malam
tolong carikan layanan lamaran minang di bali buat 550 tamu untuk estimasi biaya venue kebun,estimasi_budget,minang,bali,0,0,550,lamaran,kebun,
cari paket paket resepsi style sunda di surakarta buat 180 tamu sekitar sampai 5000000 venue restoran minggu siang,cari_rekomendasi_paket,sunda,surakarta,0,5000000,180,resepsi,restoran,minggu siang
cari paket venue taman di puncak buat 200 tamu cuma 120-165 jutaan malamrekomendasi?,cari_venue,minang,puncak,120000000,165000000,200,lamaran,taman,malam
saya cari bundle lamaran+akad theme minimalis di malang kapasitas 300 kisaran sampai 5000000 venue restoran sabtu malamrekomendasi?,cari_rekomendasi_paket,minimalis,malang,0,5000000,300,lamaran+akad,restoran,sabtu malam
tolong carikan catering minang di surabaya 500 undangan hanya 30-50 jutaan pagi,cari_catering,minang,surabaya,30000000,50000000,500,akad+resepsi,taman,pagi
pengen paket lengkap lamaran batak di surakarta sekitar 100 tamu cuma 150-200 jutaan memungkinkan? venue gedung pagibisa?,tanya_kemungkinan,batak,surakarta,150000000,200000000,100,lamaran,gedung,pagi
mau tanya catering batak di jakarta pusat 50 undangan cuma 60-80 jutaan (~80M) venue kebun siang,cari_catering,batak,jakarta pusat,60000000,80000000,50,lamaran,kebun,siang
bisa bantu catering bugis di padang untuk 30 orang sekitar 50-70 jutaan pagi,cari_catering,bugis,padang,50000000,70000000,30,lamaran+akad,hotel,pagi
tolong carikan all in akad+resepsi nuansa internasional di jakarta barat kapasitas 250 kisaran limit 20000000 (~20M) malamgimana kira kiranya?,cari_rekomendasi_paket,internasional,jakarta barat,0,20000000,250,akad+resepsi,resort,malam
ingin tahu vendor pernikahan modern di yogyakarta sekitar 100 tamu cuma 40-60 jutaan (~60M) venue villa weekdaygimana?,cari_vendor,modern,yogyakarta,40000000,60000000,100,resepsi,villa,weekday
mau tanya dekor minimalis akad+resepsi di surakarta buat 450 tamu maksimal 50-65 jutaan sabtu malammungkin?,cari_dekor,minimalis,surakarta,50000000,65000000,450,akad+resepsi,villa,sabtu malam
butuh info catering batak di surabaya 200 undangan maksimal upper 8000000 (~8M) venue rooftop sabtu malamcukup ga?,cari_catering,batak,surabaya,0,8000000,200,akad,rooftop,sabtu malam
saya cari catering batak di sentul kapasitas 100 sekitar limit 8000000 venue cafe weekdayok?,cari_catering,batak,sentul,0,8000000,100,akad,cafe,weekday
minta paket lengkap lamaran+akad rustic di padang sekitar 350 tamu untuk estimasi biaya sianggimana?,estimasi_budget,rustic,padang,0,0,350,lamaran+akad,pantai,siang
butuh rekomendasi bundle resepsi nuansa bugis di jakarta timur untuk 100 orang budget 80-100 jutaan (~100M) venue taman weekdaymungkin?,cari_rekomendasi_paket,bugis,jakarta timur,80000000,100000000,100,resepsi,taman,weekday
butuh info vendor pernikahan batak di cirebon kapasitas 400 sekitar 30-50 jutaan venue hotel weekday,cari_vendor,batak,cirebon,30000000,50000000,400,akad+resepsi,hotel,weekday
tolong carikan vendor pernikahan mix_sunda_jawa di jakarta selatan sekitar 100 tamu maksimal 120-165 jutaan siang,cari_vendor,mix_sunda_jawa,jakarta selatan,120000000,165000000,100,akad,gedung,siang
saya cari service akad melayu di jakarta pusat 450 undangan hanya 90-120 jutaan memungkinkan? venue taman malamcukup ga?,tanya_kemungkinan,melayu,jakarta pusat,90000000,120000000,450,akad,taman,malam
ada paket vendor pernikahan internasional di padang buat 350 tamu budget 20-40 jutaan (~40M) venue masjid siang,cari_vendor,internasional,padang,20000000,40000000,350,akad,masjid,siang
tolong carikan catering melayu di depok buat 50 tamu budget 20-40 jutaan (~40M) minggu siang,cari_catering,melayu,depok,20000000,40000000,50,lamaran+akad,rumah,minggu siang
tolong carikan dekor minimalis akad di bogor untuk 80 orang kira kira 70-90 jutaan (~90M),cari_dekor,minimalis,bogor,70000000,90000000,80,akad,outdoor,
tolong carikan vendor pernikahan jawa di yogyakarta 500 pax cuma 5-15 jutaan (~15M) minggu sianggimana kira kiranya?,cari_vendor,jawa,yogyakarta,5000000,15000000,500,akad+resepsi,pantai,minggu siang
butuh layanan lamaran mix_sunda_jawa di malang buat 80 tamu kira kira limit 10000000 memungkinkan? venue ballroom malam,tanya_kemungkinan,mix_sunda_jawa,malang,0,10000000,80,lamaran,ballroom,malam
bisa bantu paket lengkap lamaran melayu di makassar 250 pax cuma 90-112 jutaan memungkinkan? venue pantai minggu sianggimana kira kiranya?,tanya_kemungkinan,melayu,makassar,90000000,112500000,250,lamaran,pantai,minggu siang
butuh all in lamaran mix_sunda_jawa di tasikmalaya 500 undangan untuk estimasi biaya venue masjid weekday,estimasi_budget,mix_sunda_jawa,tasikmalaya,0,0,500,lamaran,masjid,weekday
pengen vendor pernikahan bugis di jakarta timur untuk 50 orang cuma 5-15 jutaan malamrekomendasi?,cari_vendor,bugis,jakarta timur,5000000,15000000,50,akad,hotel,malam
cari paket catering batak di malang 30 pax range 70-85 jutaan venue rooftop siang,cari_catering,batak,malang,70000000,85000000,30,akad+resepsi,rooftop,siang
ingin tahu bundle lamaran theme minimalis di pekanbaru untuk 180 orang kira kira 180-232 jutaan venue taman minggu siangmuat?,cari_rekomendasi_paket,minimalis,pekanbaru,180000000,232500000,180,lamaran,taman,minggu siang
butuh layanan akad theme rustic di jakarta pusat buat 400 tamu hanya sampai 5000000 (~5M) venue outdoor weekday,cari_rekomendasi_paket,rustic,jakarta pusat,0,5000000,400,akad,outdoor,weekday
ingin tahu catering melayu di medan sekitar 50 tamu hanya sampai 8000000 venue outdoor pagigimana kira kiranya?,cari_catering,melayu,medan,0,8000000,50,akad,outdoor,pagi
ingin tahu dekor jawa akad di bali buat 450 tamu budget 200-300 jutaan (~300M) venue restoran weekdaymungkin?,cari_dekor,jawa,bali,200000000,300000000,450,akad,restoran,weekday
bisa bantu paketan akad minimalis di garut buat 300 tamu untuk estimasi biaya venue gedung malammungkin?,estimasi_budget,minimalis,garut,0,0,300,akad,gedung,malam
mau tanya dekor batak lamaran di bali untuk 50 orang sampai upper 8000000 weekdayok?,cari_dekor,batak,bali,0,8000000,50,lamaran,taman,weekday
pengen all in resepsi tema mix_sunda_jawa di bandung untuk 300 orang sampai 100-150 jutaan venue kebun minggu siangcukup ga?,cari_rekomendasi_paket,mix_sunda_jawa,bandung,100000000,150000000,300,resepsi,kebun,minggu siang
tolong carikan venue hotel di bekasi 300 pax kisaran 5-15 jutaan (~15M) minggu sianggimana kira kiranya?,cari_venue,internasional,bekasi,5000000,15000000,300,resepsi,hotel,minggu siang
ingin tahu all in akad rustic di medan kapasitas 100 untuk estimasi biaya venue outdoor sabtu malam,estimasi_budget,rustic,medan,0,0,100,akad,outdoor,sabtu malam
ada paket dekor batak akad+resepsi di surakarta 300 undangan budget upper 10000000 (~10M) venue outdoor malamgimana?,cari_dekor,batak,surakarta,0,10000000,300,akad+resepsi,outdoor,malam
butuh info layanan akad nuansa sunda di bali sekitar 250 tamu cuma upper 10000000 sabtu malamtersedia?,cari_rekomendasi_paket,sunda,bali,0,10000000,250,akad,cafe,sabtu malam
rekomendasi catering melayu di surakarta 150 undangan sekitar 150-187 jutaan venue rooftop malam,cari_catering,melayu,surakarta,150000000,187500000,150,akad+resepsi,rooftop,malam
pengen bundle lamaran+akad bugis di semarang sekitar 600 tamu untuk estimasi biaya pagi,estimasi_budget,bugis,semarang,0,0,600,lamaran+akad,rooftop,pagi
saya cari service akad konsep batak di surakarta 300 pax kisaran 180-250 jutaan (~250M) venue resortrekomendasi?,cari_rekomendasi_paket,batak,surakarta,180000000,250000000,300,akad,resort,
saya cari venue rooftop di surakarta 400 pax cuma limit 10000000 (~10M) weekday,cari_venue,minimalis,surakarta,0,10000000,400,resepsi,rooftop,weekday
ada paket dekor internasional akad+resepsi di bandung buat 350 tamu sekitar 60-80 jutaan (~80M) pagi,cari_dekor,internasional,bandung,60000000,80000000,350,akad+resepsi,outdoor,pagi
minta dekor minang lamaran+akad di jakarta barat kapasitas 300 hanya 80-95 jutaan (~95M) venue outdoor minggu siang,cari_dekor,minang,jakarta barat,80000000,95000000,300,lamaran+akad,outdoor,minggu siang
butuh rekomendasi paket lengkap resepsi melayu di garut buat 500 tamu hanya 50-70 jutaan memungkinkan? venue pantai pagiok?,tanya_kemungkinan,melayu,garut,50000000,70000000,500,resepsi,pantai,pagi
ada paket dekor mix_sunda_jawa lamaran+akad di bogor untuk 150 orang cuma 40-55 jutaan venue outdoor sabtu malam,cari_dekor,mix_sunda_jawa,bogor,40000000,55000000,150,lamaran+akad,outdoor,sabtu malam
tolong carikan catering rustic di cirebon untuk 500 orang budget 90-112 jutaan (~112M) venue outdoor sabtu malammungkin?,cari_catering,rustic,cirebon,90000000,112500000,500,lamaran+akad,outdoor,sabtu malam
minta bundle akad+resepsi tema internasional di bekasi sekitar 20 tamu kisaran 60-80 jutaan venue hotel sabtu malam,cari_rekomendasi_paket,internasional,bekasi,60000000,80000000,20,akad+resepsi,hotel,sabtu malam
